AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,Label
-0.1485258534544929,-0.1134514580057148,-0.099907630252341,-0.1123159703168431,-0.3049856115281855,-0.1714282107719028,0.0684289384271977,-0.1064975815379136,3.06065907584374,1.87012599839598,0.1434485024363183,-0.1415708704242748,-0.1175197285961998,-0.1590623039778692,-0.2461843470783594,-0.0962939545958236,-0.0972998402145325,-0.1035426143923571,-0.0899703863398557,-0.1885598619646681,-0.1245815265378678,-0.1007243159139948,-0.0881857283284455,-0.0820461870667628,-0.1633960685363059,4
-0.1405050899195663,-0.0806042606715341,-0.0204058639911938,-0.1029127361403257,-0.2283883936628908,-0.1806405403014711,-0.1332776188341622,-0.3287891923429549,-0.3281977536070667,-0.5636236385353275,0.3200421566050579,-0.1041474210339655,-0.1054365394969319,-0.1368975932515795,-0.2115901980761311,-0.0912367952206436,-0.0816655736650271,-0.0532266774063353,-0.0565612225505402,-0.0237463902979301,-0.1008600398613661,-0.0656831027578336,-0.0274651221761093,-0.0761268728035933,-0.1046898684767864,1
-0.1326508420882527,-0.0993360237333834,-0.1014249346525482,-0.1380107440619338,-0.3105951374942574,-0.1732774754349297,0.0459450916304219,0.3080591670737817,2.331985420425954,2.312482848672417,0.1214255534029184,-0.139761063079,-0.1165994677390082,-0.1611055062584025,-0.23961508972504,-0.0837083000172993,-0.0904557975794707,-0.0897262367137636,-0.107639814087344,-0.1605428853453187,-0.1021433236054941,-0.0919914479412891,-0.0942945962059189,-0.0981248297201353,-0.1643246595440224,4
-0.1359547485142346,-0.0826216212386392,-0.080013656981037,-0.0599334960556705,-0.0988449481809864,-0.1876348912727647,-0.15549669005206,-0.3379384784402743,-0.4704924793302326,-0.342396614993785,-0.0876782217745143,-0.1242006770559953,-0.1101931449892621,-0.1362058135241926,-0.2049770096594653,-0.0935447733147228,-0.0746190255814344,-0.0915904258505653,-0.0964880269244644,0.1257078611726764,-0.11737495448011,-0.0802110136802068,-0.0998518518016539,-0.062949562825937,0.2136996417374905,3
-0.1487700373815753,-0.1024519685779031,-0.0779710400889556,0.1334107201821269,0.7525265549124261,-0.1854884538093539,-0.2449304294718853,-0.2964856248205779,-0.4215936800466787,-0.0023308520631613,-0.1748797871638193,0.1586882480212511,0.0919258876808981,0.5917662042040438,1.5509553310409372,-0.0946088077883905,-0.0963056703088455,-0.1104394169264107,-0.0860569963817546,0.2373678164680994,-0.1288639698071088,-0.0855772662350106,-0.1082184418576215,-0.0663213150698798,0.3858219178244513,2
-0.1316085417103731,-0.1120509164407422,-0.106759514699289,-0.129065897265872,-0.2442031643309516,-0.1775126414091681,-0.1216484975640567,0.7189278477697445,1.478369363835694,1.78299761288713,0.0949754588906904,-0.140531696783323,-0.1172890527232701,-0.1590476768831086,-0.2241891892966193,-0.0880651388013674,-0.0876764692397849,-0.0880039350340888,-0.1106683919068513,-0.1754781079811141,-0.1008036651289442,-0.0982097311882035,-0.0976847560816458,-0.1157212021792479,-0.164734878557693,2
0.0933808410313046,-0.0206542274138807,-0.014946530034303,-0.0327441321065259,-0.0323199753462232,-0.1853464697334854,-0.0092232842822182,0.100869309219153,0.0291750591491096,-0.1125457734959436,-0.1940959077060999,-0.1200702558303987,-0.1027988071911721,-0.1169890496112909,-0.058719712436446,-0.0923936126625026,-0.0666527973792884,-0.0832916167961373,-0.0294252405873556,0.057888552053405,0.1912532876880566,-0.0212695335393771,-0.0039337785761771,0.0140372704654027,0.1170607134129339,4
-0.1544270718728304,-0.0920791734921081,-0.0934506702966977,-0.0774639036992557,0.5490776636769363,-0.1892065854908886,-0.0840479123180696,-0.3674031717303271,-0.6218903354032701,-0.4907865208330297,-0.0670445456370148,-0.1396774668943941,-0.1188137193400767,-0.1641817871440693,-0.2539896932300706,-0.1013688597610609,-0.100070575758191,-0.1163004390453614,-0.120153059859771,-0.0268132636915802,-0.13254320553593,-0.1073944170799006,-0.1278928085655353,-0.1279995623399143,0.0749455616988776,3
-0.1448348359374977,-0.0536805650183763,-0.0103100523255924,0.0641467605005529,0.0897546390280462,-0.1871610994761463,-0.0574872575201682,-0.0291895700363696,0.1993237071708786,-0.2466235538448064,0.5209539914264266,-0.1354410599031265,-0.1037438686134119,-0.1411864282627632,-0.1890161977248539,-0.0974293876653371,-0.0609929132723897,-0.0529263459883014,0.0161903509912264,0.2792366239637235,-0.1249432319085795,-0.048862192835232,-0.0383185945801608,0.0993665094702405,0.3028848762903079,1
-0.1209631531995115,-0.1149321428542636,-0.1309771142056314,-0.1585940440799649,-0.2714438005795666,-0.1866215367978637,-0.2733684305137708,-0.5007692513027115,-0.4566739969282762,-0.4975640166167085,-0.1955049502966006,-0.1367892843262162,-0.0970847093760963,-0.1345968508950489,-0.1024393282270287,-0.0978647228242706,-0.1035335312455858,-0.113076084660134,-0.1332503377000391,-0.1022245249024722,-0.0937560017504337,-0.1063353170117274,-0.1238522134074072,-0.1394757487923184,-0.1219746205201641,3
-0.0705707139004867,-0.1138530628029813,-0.1290393126560716,-0.1762885400896854,-0.4317530461684182,-0.1781831933835573,-0.0937040185768372,-0.1778778120492541,-0.5471955037522758,-0.7098301620312611,-0.1973340945750212,-0.1388028553532646,-0.1069845438196686,-0.1499277900670071,-0.2431366100164171,-0.0977126381820938,-0.102568292713428,-0.1169275190986316,-0.1431608248935974,-0.2920822883041762,-0.1007022800610094,-0.1080420073895566,-0.1245522709992019,-0.1523585202678389,-0.321239101966691,4
-0.1436314127749288,-0.1136371522233063,-0.1239894933586001,-0.1615038122029856,-0.4185084815406841,-0.1876519495507946,-0.232159262291495,-0.4128724152421901,-0.5647813515176953,-0.5707515434073481,-0.1993020190506522,-0.1395473008508639,-0.1145037757664622,-0.1604754379235091,-0.2489666217005789,-0.0967893914943692,-0.1007016362839485,-0.1064991124373058,-0.1321820594793455,-0.2609447015822449,-0.1261202289810389,-0.1072557384357981,-0.120121207435606,-0.1440664049129771,-0.3112005996084646,4
-0.1099376818116854,-0.0981507680167756,-0.0910148031948986,-0.1406097296573304,-0.3388603420083918,-0.1809146390696379,-0.1314893487982429,0.6630563342913139,1.2324352185307563,1.6276883790141636,0.1062385258790453,-0.1402980813053189,-0.1178231868132505,-0.1612193555920742,-0.2513118525947386,-0.0895829979593993,-0.0912215925802877,-0.0826038493431089,-0.1144143936419892,-0.2401764338262139,-0.0924919428592736,-0.0852971169863425,-0.0892160343946512,-0.1136235109795576,-0.2098477259630528,2
-0.1173504983139156,-0.0901192595481371,-0.1124771132349385,-0.1726134087483979,-0.4485946550078956,0.3759035275789363,2.6922626292777405,2.6764317850296235,0.4149693037097042,-0.4692401162830949,-0.1900254412985692,-0.1293995454117769,-0.1137293381493564,-0.1425438297743519,-0.2207934431705879,-0.0968141636033445,-0.1000496624387974,-0.1188274916468291,-0.1464401503826584,-0.2423464266209276,-0.0909274703078494,-0.0613962319575626,-0.1090504873604901,-0.1523634836404079,-0.3273994385554917,1
-0.1473768950995632,-0.0958448188390017,-0.0393710295521479,0.0807159334318744,1.1376825902060217,-0.1890210860956157,-0.289635493901211,-0.3725625170742903,-0.3989675783652047,-0.5106280183067109,-0.0596679159979387,-0.1379521305331427,-0.1178197575993179,-0.1656266309228763,-0.2548002291657262,-0.1011843508970847,-0.100506515459229,-0.0965126971722954,-0.1259570136200314,-0.0796246563493623,-0.1323869370418704,-0.1101474961111956,-0.1120412962658621,-0.1288546722513342,0.089679428028908,4
-0.1503003773695979,-0.1061769232831785,-0.1003279347264317,-0.0827598834923548,0.7439781733742066,-0.1876738981868201,-0.2127095259208888,-0.4590367421219924,-0.6152875600229935,-0.3791157330689224,-0.1871616178352269,0.0243613560977536,-0.0733396822315356,0.031317181713928,0.2668967037336259,-0.0910731584757735,-0.0752132196528284,-0.1079477521209558,-0.1102601704617291,0.2629962710097455,-0.127329670002022,-0.0983646511705946,-0.1134255686124806,-0.0984617596728112,0.3383493343785486,2
